scrape_date,scrape_time,strain_name,strain_type,website,strain_highlights,num_ratings,avg_rating,num_of_review,flavor_one,flavor_two,flavor_three,effect_one,effect_one_score,effect_two,effect_two_score,effect_three,effect_three_score,effect_four,effect_four_score,effect_five,effect_five_score,medical_one,medical_one_score,medical_two,medical_two_score,medical_three,medical_three_score,medical_four,medical_four_score,medical_five,medical_five_score,ailment_one,ailment_two,ailment_three,ailment_four,ailment_five,negative_one,negative_one_score,negative_two,negative_two_score,negative_three,negative_three_score,negative_four,negative_four_score,negative_five,negative_five_score,most_popular_one,most_popular_two,most_popular_three,most_popular_four,most_popular_five,most_popular_six,most_popular_seven,most_popular_eight,most_popular_nine,most_popular_ten
05/04/2014,17:27:24,Grape Kush,Hybrid,http://www.leafly.com/hybrid/grape-kush,"DJ Short's Grape Kush is a productive marijuana hybrid strain that has sharp and fruity aromas. The effects are long-lasting and powerful, inducing euphoric head effects and a relaxed body.",41,3.8,20,Sweet,Grape,Berry,Creative,48.8,Euphoric,81.5,Happy,54.6,Relaxed,60.1,Sleepy,44.6,Depression,29.1,Fatigue,19.3,Insomnia,45.3,Pain,47.1,Stress,100.0,Anxiety,Fibromyalgia,Arthritis,Migraines,,Dizzy,6.3,Dry Mouth,39.4,Dry Eyes,22.5,Headache,11.3,Paranoid,5.0,"Denver, CO","San Diego, CA","Seattle, WA","Tacoma, WA","Arcadia, CA",CO,"Colorado Springs, CO","Ellensburg, WA","Los Angeles, CA","San Francisco, CA"
05/04/2014,17:27:26,Green Hornet,Hybrid,http://www.leafly.com/hybrid/green-hornet,"
					
						Highlights
						
							Sponsored By 
								
						
					
					
					
					
				",14,4.2,13,Diesel,,,Creative,43.0,Euphoric,100.0,Giggly,39.8,Happy,47.3,Hungry,41.9,Depression,76.4,Fatigue,51.4,Nausea,55.6,Pain,59.7,Stress,75.0,Migraines,Anxiety,PMS,,,Dizzy,16.7,Dry Mouth,25.0,Dry Eyes,2.8,Headache,1.4,Paranoid,1.4,"Berthoud, CO","Colorado Springs, CO","Denver, CO","Los Angeles, CA","Vancouver, BC, CA",,,,,
05/04/2014,17:27:27,Grapefruit Kush,Hybrid,http://www.leafly.com/hybrid/grapefruit-kush,"This cannabis strain is a cross of BC Kush and Grapefruit, Grapefruit Kush is one of the classic old-school Afghani Kush strains.  Large buds with a fruity hash taste, produces enjoyable smooth and creamy smoke with a great high.",59,4.1,40,Grapefruit,Menthol,Citrus,Energetic,56.4,Focused,53.1,Happy,71.1,Relaxed,76.9,Uplifted,70.8,Depression,60.2,Insomnia,34.5,Nausea,36.0,Pain,46.0,Stress,83.8,Anxiety,Migraines,ADD/ADHD,Bipolar Disorder,Cancer,Dizzy,5.2,Dry Mouth,57.4,Dry Eyes,26.4,Headache,1.2,Paranoid,15.0,"Los Angeles, CA","Sacramento, CA","Alameda, CA","Bakersfield, CA","Beverly Hills, CA","Chino Valley, AZ","Fresno, CA","Irvine, CA","Lancaster, CA","Long Beach, CA"
05/04/2014,17:27:28,Green Door Kush,Hybrid,http://www.leafly.com/hybrid/green-door-kush,"Green Door Kush is a hybrid strain that is known for producing great medical effects when it comes to pain and nausea while remaining active enough for daytime use. This balanced hybrid can be hard to find, but it is sure to deliver results for those who need potency and is recommended for those dealing with digestive issues, pain issues, or chronic nausea as a result of other treatments or medications. The buds are usually popcorn-sized or larger and fairly dense.",5,4.9,3,Lemon,Sweet,,Creative,100.0,Energetic,47.1,Euphoric,58.8,Happy,52.9,Hungry,47.1,Insomnia,56.3,Muscle Spasms,50.0,Nausea,56.3,Pain,12.5,Stress,6.3,Migraines,,,,,Dry Mouth,100.0,Dry Eyes,47.1,,,,,,,"Los Angeles, CA",,,,,,,,,
05/04/2014,17:27:28,Green Monster,Hybrid,http://www.leafly.com/hybrid/green-monster,"
					
						Highlights
						
							Sponsored By 
								
						
					
					
					
					
				",18,3,10,Earthy,Pine,Pungent,Creative,57.1,Happy,60.7,Relaxed,50.0,Sleepy,85.7,Uplifted,58.9,Depression,55.4,Insomnia,33.9,Lack of Appetite,25.0,Pain,8.9,Stress,42.9,Anxiety,Migraines,,,,Anxious,20.6,Dry Mouth,100.0,Dry Eyes,70.6,Headache,23.5,Paranoid,25.0,"Detroit, MI",,,,,,,,,
05/04/2014,17:27:29,Green Dream,Hybrid,http://www.leafly.com/hybrid/green-dream,Green Dream is a sativa-dominant hybrid cross of Green Crack and Blue Dream.  ,35,4.2,27,Tea,Blueberry,Blue Cheese,Creative,65.1,Euphoric,100.0,Happy,84.9,Talkative,60.5,Uplifted,84.5,Depression,67.2,Eye Pressure,26.8,Insomnia,29.8,Pain,51.9,Stress,83.2,Anxiety,Migraines,Crohn's Disease,Gastrointestinal Disorder,PMS,Anxious,11.1,Dizzy,13.1,Dry Mouth,40.3,Dry Eyes,19.1,Paranoid,29.7,"Los Angeles, CA","Irvine, CA","Santa Ana, CA",,,,,,,
05/04/2014,17:27:29,Grapefruit Diesel,Hybrid,http://www.leafly.com/hybrid/grapefruit-diesel,"Grapefruit Diesel is a hybrid strain that is usually indica-dominant but gives most users a focused mental high that is more commonly associated with sativas. The genetics on this one aren’t hard to guess: its parents are Grapefruit and NYC Diesel. These plants show more of their indica side when growing, staying short and branchy and flowering within 8 weeks. Grapefruit Diesel’s flowers sometimes have hints of pink coloring and a potent smell of over ripe citrus fruit. With THC levels between 15 and 20%, the effects should be as strong as the scent. The energetic buzz comes on fast but tends to smooth out over time.",15,4,10,Citrus,Grapefruit,Tropical,Creative,75.5,Energetic,65.3,Euphoric,83.7,Happy,63.3,Uplifted,100.0,Depression,54.2,Fatigue,12.5,Nausea,14.6,Pain,37.5,Stress,52.1,Anxiety,Migraines,,,,Dizzy,20.8,Dry Mouth,50.0,Dry Eyes,20.8,Paranoid,2.1,,,"Seattle, WA","Ann Arbor, MI","Belmont, CA","Denver, CO","Everett, WA","Kent, WA","Snohomish, WA","Ypsilanti, MI",,
05/04/2014,17:27:30,Grapefruit Haze,Hybrid,http://www.leafly.com/hybrid/grapefruit-haze,The famous BC Grapefruit Indica strain and the Super Silver Haze come together for a very strong hybrid. A beautiful blend of fruity and spicy flavours with a very cerebral high.,10,4.2,5,Citrus,Grapefruit,,Creative,100.0,Energetic,95.5,Euphoric,66.7,Giggly,62.1,Happy,66.7,Depression,95.4,Headaches,61.5,Lack of Appetite,61.5,Muscle Spasms,92.3,Stress,100.0,Fibromyalgia,Gastrointestinal Disorder,PTSD,Anxiety,Migraines,Dizzy,10.0,Dry Mouth,62.5,Dry Eyes,5.0,Headache,2.5,Paranoid,2.5,"Denver, CO","Las Vegas, NV","Los Angeles, CA","Seattle, WA",,,,,,
05/04/2014,17:27:30,Green Queen,Hybrid,http://www.leafly.com/hybrid/green-queen,"Green Queen was bred by JB Dank Nugz from Green Crack and Space Queen. It is gold and yellow in color and known to provide a strong body buzz, with THC up to 17% and CBD of approximately 0.23%.",63,4.1,48,Earthy,Pungent,Spicy/Herbal,Energetic,53.8,Euphoric,90.9,Happy,55.3,Relaxed,50.0,Uplifted,72.0,Depression,45.4,Headaches,36.1,Nausea,57.1,Pain,63.0,Stress,70.2,Anxiety,Gastrointestinal Disorder,PTSD,PMS,Migraines,Dizzy,9.9,Dry Eyes,50.9,Dry Mouth,44.2,Headache,11.1,Paranoid,3.3,"Portland, OR","Seattle, WA","Eugene, OR","Salem, OR","Bend, OR","Denver, CO","Lake Stevens, WA","Lynnwood, WA","North Palm Springs, CA","Redmond, WA"
05/04/2014,17:27:31,Green Ribbon,Hybrid,http://www.leafly.com/hybrid/green-ribbon,"Green Ribbon is a 50/50 hybrid that tends towards the sativa side when it comes to effects; patients report an energetic, heady feeling when using it. Originating in San Jose, California, this strain includes some Green Crack but the status of the other parent is unknown, with Trainwreck, Afghanica, and White Rhino all contenders. The light green buds have a subtle floral scent and are slightly fruity, lending to an earthy taste. Green Ribbon generally has a high THC content around 18-20%.",32,4.2,17,Citrus,Pungent,Flowery,Energetic,100.0,Euphoric,68.1,Happy,93.2,Talkative,46.9,Uplifted,85.2,Cramps,14.3,Depression,43.9,Nausea,46.0,Pain,48.8,Stress,80.0,Anxiety,Migraines,Multiple Sclerosis,,,Dizzy,18.2,Dry Mouth,44.1,Dry Eyes,32.9,Headache,1.6,Paranoid,35.6,"Arlington, WA","Chico, CA","Cotati, CA","Gig Harbor, WA","Kelso, WA, United States","Phoenix, AZ","Portland, OR","Sacramento, CA","Spokane, WA","Steamboat Springs, CO"
05/04/2014,17:27:31,Guava Kush,Hybrid,http://www.leafly.com/hybrid/guava-kush,Guava Kush is a hybrid strain that competed in the 2014 L.A. Cannabis Cup.,4,3.8,3,Sweet,Tree Fruit,Woody,Hungry,57.1,Relaxed,71.4,Sleepy,57.1,Talkative,57.1,Tingly,57.1,Headaches,28.6,Insomnia,14.3,Pain,14.3,Stress,28.6,,,Anorexia,Anxiety,ADD/ADHD,Arthritis,Asthma,,,,,,,,,,,,,,,,,,,,
05/04/2014,17:27:32,Harlequin,Hybrid,http://www.leafly.com/hybrid/harlequin,Harlequin is a 75/25 sativa-dominant hybrid that is popular for pain relief.  This strain has been known to have particularly high levels of CBD making it a favorite of medical patients.,167,4,133,Earthy,Woody,Sweet,Euphoric,40.1,Focused,67.9,Happy,71.2,Relaxed,77.3,Uplifted,54.6,Depression,34.4,Inflammation,34.2,Nausea,32.9,Pain,100.0,Stress,65.7,Anxiety,Arthritis,Migraines,PMS,Bipolar Disorder,Anxious,3.6,Dizzy,6.3,Dry Mouth,33.5,Dry Eyes,29.3,Headache,4.8,"Seattle, WA","Portland, OR","Salem, OR","Denver, CO","Eugene, OR","Everett, WA","Los Angeles, CA","Puyallup, WA","San Diego, CA","San Francisco, CA"
05/04/2014,17:27:32,Harmony,Hybrid,http://www.leafly.com/hybrid/harmony,"Harmony is a hybrid that synchronizes the very best of its three parent strains, Santa Marta Colombian Gold, OG Kush, and Lemon Thai. These tall plants produce flowery, lemon-smelling buds distinctly kush-like in structure. Its effects are invigorating and uplifting, but higher doses might push you into a more spacey experience. Indoor growers wait 8 to 9 weeks for Harmony to flower while outdoor cultivators prepare for harvest in the month of October.",2,4.8,2,Earthy,Lemon,,Creative,100.0,Euphoric,66.7,Focused,66.7,Giggly,66.7,Happy,100.0,Depression,100.0,Eye Pressure,100.0,Inflammation,50.0,Lack of Appetite,50.0,Stress,100.0,,,,,,,,,,,,,,,,"Vancouver, BC",,,,,,,,,
05/04/2014,17:27:32,Hashplant Haze,Hybrid,http://www.leafly.com/hybrid/hashplant-haze,"The uplifting high of the Hashplant Haze is enjoyable throughout
the day due to it's being a sativa dominant strain. The taste is that of
 fruity, hashy, haziness that comes from DNA Genetics by crossing 
California Hashplant and Cannalope Haze.   ",8,4.2,8,,,,Focused,27.5,Relaxed,50.0,Sleepy,52.5,Tingly,25.0,Uplifted,60.0,Depression,5.0,Insomnia,2.5,Nausea,27.5,Pain,35.0,Stress,10.0,Migraines,Anxiety,,,,Dry Mouth,5.0,Dry Eyes,2.5,,,,,,,"Los Angeles, CA","Seattle, WA","Superior, AZ",,,,,,,
05/04/2014,17:27:33,Hawaiian Fire,Hybrid,http://www.leafly.com/hybrid/hawaiian-fire,"“Fire” is a slang term for really good cannabis and in the case of this Hawaiian strain, it really is true. Rumored to originally hail from Maui, this strain will put you in an island mood with uplifting, happy effects that tend to make patients feel social and talkative. A great strain for relaxing with friends or listening to music, the cerebral effects of Hawaiian Fire are great for daytime use. It is also known to inspire your appetite in a big way, so pass the poi. ",15,4,12,Skunk,,,Creative,61.9,Euphoric,89.6,Happy,67.7,Tingly,97.3,Uplifted,69.6,Depression,40.0,Headaches,60.0,Insomnia,29.6,Pain,43.8,Stress,45.8,Anxiety,Migraines,,,,Anxious,20.0,Dizzy,20.0,Dry Eyes,21.9,,,,,"Phoenix, AZ","Lake Stevens, WA",,,,,,,,
05/04/2014,17:27:33,Guava Chem,Hybrid,http://www.leafly.com/hybrid/guava-chem,Guava Chem is a hybrid strain that competed in the 2014 L.A. Cannabis Cup.,2,4.5,2,Citrus,Grapefruit,Lemon,Creative,80.0,Energetic,80.0,Focused,60.0,Giggly,60.0,Happy,60.0,Depression,60.0,Fatigue,20.0,Headaches,20.0,Pain,80.0,Stress,20.0,Anxiety,ADD/ADHD,Arthritis,Bipolar Disorder,Migraines,,,,,,,,,,,"Kent, WA","Lynnwood, WA","Seattle, WA","Tacoma, WA",,,,,,
05/04/2014,17:27:34,Hawaiian Punch,Hybrid,http://www.leafly.com/hybrid/hawaiian-punch,"Originating in Hawaii, Hawaiian Punch delivers a ""punch"" not unlike the most righteous wave in Hawaii. This strain is extremely potent, yet delivers an aloha feeling to your mind and body, much like an ocean breeze. Hawaiian Punch is one that will gradually sneak up on you, especially the first time. ",13,4.4,9,Citrus,Tropical,,Euphoric,59.3,Happy,100.0,Relaxed,44.4,Tingly,46.3,Uplifted,13.0,Depression,58.3,Headaches,50.0,Nausea,4.2,Pain,62.5,Stress,66.7,Anxiety,Migraines,Bipolar Disorder,Crohn's Disease,Gastrointestinal Disorder,Dizzy,54.2,Dry Eyes,10.4,Dry Mouth,10.4,Headache,2.1,Paranoid,8.3,"Los Angeles, CA","Redmond, WA","San Rafael, CA","Tacoma, WA",,,,,,
05/04/2014,17:27:34,Hawaiian Skunk,Hybrid,http://www.leafly.com/hybrid/hawaiian-skunk,"Hawaiian Skunk is an outdoor plant that offers high THC content (evidenced by dense crystals) with few growing difficulties. A cross between Hawaiian Indica and Skunk #1, this light green, poppy bud suggests the uplifting, sativa-dominant buzz it induces. The strain is commonly praised for its smell that borders between fruity and musky thanks to its balanced genetics.",13,3.5,9,Earthy,Woody,Sage,Creative,30.4,Euphoric,69.6,Focused,26.8,Happy,71.4,Relaxed,100.0,Headaches,25.0,Inflammation,25.0,Muscle Spasms,25.0,Pain,67.9,Stress,37.5,Migraines,Anxiety,PTSD,PMS,,Dizzy,3.6,Dry Mouth,98.2,Dry Eyes,94.6,Paranoid,7.1,,,"Boulder, CO","Denver, CO","Palmer Lake, CO","Seattle, WA",,,,,,
05/04/2014,17:27:35,Hawaiian Thunder Fuck,Hybrid,http://www.leafly.com/hybrid/hawaiian-thunder-fuck,"
					
						Highlights
						
							Sponsored By 
								
						
					
					
					
					
				",5,3.4,7,Grapefruit,Sweet,,Hungry,100.0,Relaxed,37.5,Sleepy,100.0,Tingly,40.2,Uplifted,92.9,Depression,16.7,Insomnia,33.3,Nausea,36.9,Pain,3.6,Stress,40.5,Gastrointestinal Disorder,Anxiety,,,,Headache,3.6,Paranoid,3.6,,,,,,,,,,,,,,,,
05/04/2014,17:27:35,Head Cheese,Hybrid,http://www.leafly.com/hybrid/head-cheese,"Head Cheese combines the legendary strains Headband and Cheese into a pungent and potent sativa-dominant hybrid. With a THC content pushing 25%, Head Cheese offers astonishing relief to symptoms like pain, migraines, inflammation, spasms, sleeplessness, and appetite loss. Bulky yellow-green buds carry the sharp cheese aroma and savory taste of its Cheese parent strain. Its effects are both relaxing and euphoric, a sensation that blissfully radiates throughout the mind and body.",2,3.5,1,Cheese,Earthy,Pungent,Euphoric,50.0,Happy,75.0,Relaxed,100.0,Sleepy,75.0,Tingly,50.0,Fatigue,25.0,Pain,25.0,Stress,25.0,,,,,,,,,,,,,,,,,,,,"Everett, WA","Los Angeles, CA","Seattle, WA",,,,,,,
05/04/2014,17:27:36,Headband,Hybrid,http://www.leafly.com/hybrid/headband,"Headband is a combination of OG Kush, Master Kush, and Sour Diesel that provides a smooth and pleasant tasting smoke.  Good for pain relief, relaxing, and relieving stress.  ",633,4.1,403,Earthy,Diesel,Pine,Creative,55.8,Euphoric,86.8,Happy,74.8,Relaxed,53.9,Uplifted,70.6,Depression,41.4,Headaches,19.0,Insomnia,24.5,Pain,42.6,Stress,64.8,Anxiety,Migraines,Bipolar Disorder,PTSD,ADD/ADHD,Dizzy,8.3,Dry Mouth,42.2,Dry Eyes,24.7,Headache,11.7,Paranoid,9.0,"Portland, OR","Los Angeles, CA","Denver, CO","Seattle, WA","San Francisco, CA","Colorado Springs, CO","Eugene, OR","San Diego, CA","Scottsdale, AZ","Tempe, AZ"
05/04/2014,17:27:36,Heavy Duty Fruity,Hybrid,http://www.leafly.com/hybrid/heavy-duty-fruity,"Heavy Duty Fruity seems to have everything going for it: high yields, yummy flavor, and potency. T. H. Seeds bred this West Coast native from local (and locally named) favorites Killing Garberville, Seattle Big Bud, and Mendocino Hash Plant to create a multi-skilled strain. Growers should be aware that plants do not always have classic seven-point leaves, but her unique beauty does not affect her output. Heavy Duty Fruity also gives off a heavy duty sweet smell, so it may require management for indoor growers. What is not a concern is yield and bud size, both of which are consistently large with this strain, both indoors and out. Plants usually flower between 8 and 9 weeks. Depending on when this plant is harvested, her effects range from psychedelic and spacey to mellow relaxation.",24,3.8,18,Sweet,Tropical,Citrus,Energetic,43.1,Focused,59.0,Hungry,41.7,Relaxed,81.3,Uplifted,61.8,Depression,18.8,Headaches,12.5,Insomnia,20.1,Pain,39.6,Stress,58.3,Anxiety,Migraines,ADD/ADHD,Bipolar Disorder,Gastrointestinal Disorder,Dizzy,7.6,Dry Eyes,24.3,Dry Mouth,19.4,Headache,6.3,,,"Denver, CO","Cathcart, WA","Cave Creek, AZ","Colorado Springs, CO","Los Angeles, CA","Muskegon, MI","Portland, OR","San Francisco, CA","Seattle, WA","Ypsilanti, MI"
05/04/2014,17:27:37,Hindu Skunk,Hybrid,http://www.leafly.com/hybrid/hindu-skunk,Hindu Skunk is a cross of Hindu Kush and Skunk #1.  This marijuana will smoke quickly and well.  The taste of the smoke is smooth and provides a strong and very mellow high.  ,63,4.2,48,Skunk,Pungent,Earthy,Aroused,46.7,Euphoric,100.0,Happy,62.6,Relaxed,77.3,Uplifted,58.9,Depression,54.3,Insomnia,51.2,Muscle Spasms,53.2,Pain,67.6,Stress,70.9,Anxiety,Arthritis,ADD/ADHD,Bipolar Disorder,Migraines,Dizzy,17.6,Dry Mouth,51.4,Dry Eyes,40.7,Headache,2.5,Paranoid,11.1,"Chula Vista, CA","Denver, CO","Huntington Beach, CA","Las Vegas, NV","North Palm Springs, CA","Prescott Valley, AZ","Santa Ana, CA",,,
05/04/2014,17:27:37,Hells Angel OG,Hybrid,http://www.leafly.com/hybrid/hells-angel-og,"Hell’s Angel OG, or just Hells OG, is an indica-dominant hybrid that is said to contain OG Kush and Blackberry genetics. The strain’s origins are poorly documented, but popular myth will tell you Hells Angel OG was bred by the biker ruffians themselves in Southern California. If nothing else, we could assume this strain is named after its fierce psychoactive effects that settle in quickly and heavily. Lifting stress from the mind and pain from the body, Hells Angels OG is a therapeutic strain commonly used to treat inflammation, insomnia, and PTSD. Underneath its dominant earthy flavors hides a subtle citrus, candy-like aroma. This hybrid produces large, heavy buds that flower in 8 to 9 weeks indoors while outdoor plants are ready for harvest during the September-October transition.",0,0,0,Earthy,Pungent,,Euphoric,100.0,Relaxed,100.0,Sleepy,100.0,,,,,Cramps,100.0,Headaches,100.0,Inflammation,100.0,Nausea,100.0,Pain,100.0,,,,,,,,,,,,,,,,,,,,,,,,,
05/04/2014,17:27:38,Hippie Crippler,Hybrid,http://www.leafly.com/hybrid/hippie-crippler,"Don’t worry, Hippie Crippler isn’t some strange affliction you may get from hanging around with flower children, it’s an uplifting sativa-dominant hybrid. Patients love this cross of AK-47 and Blue Satellite for its sweet smell and taste. Take this Hippie home and you’ll be glad you did. While this strain is popular for daytime, it may leave some patients bleary-eyed and a little spacey depending on tolerance and dosage.",18,4.1,14,Pine,Butter,Orange,Creative,48.7,Energetic,68.4,Happy,100.0,Talkative,51.3,Uplifted,57.9,Depression,18.3,Lack of Appetite,20.0,Muscle Spasms,18.3,Pain,46.7,Stress,50.0,Anxiety,Migraines,ADD/ADHD,Spinal Cord Injury,,Dizzy,16.7,Dry Eyes,23.3,Dry Mouth,13.3,Paranoid,1.7,,,"Huntington Beach, CA","Montclair, CA",,,,,,,,
05/04/2014,17:27:38,Holy Grail Kush,Hybrid,http://www.leafly.com/hybrid/holy-grail-kush,"Holy Grail Kush is a newer strain created by seed breeders DNA Genetics and Reserva Privada Colorado. It entered into the Seed Company Hybrids category at the 2011 High Times Cannabis Cup. As the offspring of multi-award winners OG #18 and Kosher Kush, it’s no surprise that Holy Grail Kush came out on top and is said to have nabbed the competition’s first-ever perfect score. The plants are easy to grow, with large, dense buds appearing at 9 to 10 weeks. Most of Holy Grail Kush’s praise centers around its potency; THC levels have tested at over 20%, but this hybrid produces a more mellow relaxation than the melt-your-face-off indica sensation the name might suggest. The aroma of this plant is pure kush and has a strong spicy citrus smell, both while growing and once harvested, that is uniquely complex.",48,4.2,39,Woody,Citrus,Earthy,Euphoric,76.5,Happy,47.4,Relaxed,71.1,Sleepy,30.2,Uplifted,49.5,Depression,27.7,Insomnia,36.7,Lack of Appetite,25.7,Pain,66.5,Stress,47.4,Anxiety,Migraines,Gastrointestinal Disorder,Bipolar Disorder,Anorexia,Dizzy,24.2,Dry Mouth,51.9,Dry Eyes,24.6,Headache,7.3,Paranoid,7.6,"Los Angeles, CA","Mesa, AZ","Portland, OR","Chula Vista, CA","Costa Mesa, CA","Denver, CO","Desert Bell Estates Ii, AZ","Flagstaff, AZ","Jackson, MI","Junction City, WA"
05/04/2014,17:27:38,Hong Kong,Hybrid,http://www.leafly.com/hybrid/hong-kong,"Hong Kong is a sativa-dominant cross between sativa favorite Sour Diesel and Sensi Star. This hybrid exhibits the smell and taste characteristic of Sour Diesel: pungent sour citrus aroma lending to an earthy, citrusy, diesel fuel taste. The plant itself has an average, grassy green appearance, but provides both high yield and THC levels. Best used during the daytime, Hong Kong is known for its long-lasting effects which are energetic and positive. Keep your snacks close by—many patients also report that Hong Kong will increase their appetite.",22,4.3,13,Diesel,Sweet,Earthy,Energetic,89.7,Euphoric,82.4,Focused,41.2,Happy,73.2,Uplifted,94.0,Depression,46.8,Fatigue,25.0,Headaches,32.1,Pain,63.2,Stress,71.8,Bipolar Disorder,Anxiety,PTSD,Migraines,ADD/ADHD,Dizzy,9.6,Dry Mouth,22.5,Dry Eyes,16.8,,,,,"Denver, CO","Colorado Springs, CO",,,,,,,,
05/04/2014,17:27:40,Himalayan Gold,Hybrid,http://www.leafly.com/hybrid/himalayan-gold,"The Himalayan mountains are home to many cannabis strains. Parents of Himalayan Gold originate in Himalayan-bordering countries of Nepal and North India. When grown indoors, Himalayan Gold plants can reach up to 5 feet. However when grown outdoors, they have been known to reach up to 8 feet in length. The aromas of this plant have been characterized as a sweet and spicy chocolate and a hint of pepper. With a THC content up to 15% and a CBD of 1.4%, the high hits down and then works its way up.",29,4.4,28,,,,Creative,23.1,Energetic,21.2,Euphoric,30.3,Happy,18.3,Uplifted,35.6,Depression,4.8,Insomnia,16.8,Nausea,18.3,Pain,24.0,Stress,50.0,Anxiety,Migraines,PMS,,,Dizzy,6.3,Dry Eyes,41.8,Dry Mouth,25.0,Paranoid,19.7,,,"Denver, CO","Seattle, WA",,,,,,,,
05/04/2014,17:27:40,Headbanger,Hybrid,http://www.leafly.com/hybrid/headbanger,"Headbanger, a winner of the 2013 Amsterdam Cannabis Cup, is a sativa dominant hybrid cross between Sour Diesel and Biker Kush. This strain inherits a dense, conic bud structure from its Kush forefathers, as well as the sour aroma and head-focused effects of its Sour Diesel mother plant. Bred by Karma Genetics, Headbanger’s 10 to 12 week flowering period requires patience but promises high yields. Its uplifting and euphoric qualities make Headbanger a potent medicine for mood disorders, particularly depression.",3,4.5,3,Chemical,Citrus,Diesel,Creative,50.0,Energetic,50.0,Euphoric,100.0,Relaxed,75.0,Uplifted,75.0,Depression,25.0,Muscle Spasms,25.0,Pain,50.0,Stress,25.0,,,,,,,,Dry Mouth,25.0,,,,,,,,,,,,,,,,,,
05/04/2014,17:27:40,Huckleberry,Hybrid,http://www.leafly.com/hybrid/huckleberry,"The origins and genetics of Huckleberry are under debate, but there is no disputing the strain’s unmistakable berry aroma. The flower is compact, light green in color, and generally covered in orange hairs. Huckleberry plants have a flowering time of 8-9 weeks and produce average yields. They might be a bit tricky for the novice grower. The effects of this strain are on the milder side and largely reported as relaxing, cutting through stress without the cloudiness. Undoubtedly, this strain is best known for its intense fruity smell and taste, similar to its relative Blueberry.",33,4,25,Berry,Sweet,Coffee,Creative,46.5,Euphoric,75.3,Happy,80.8,Relaxed,75.0,Uplifted,75.3,Depression,33.3,Headaches,41.7,Nausea,37.2,Pain,53.2,Stress,78.2,Anxiety,Migraines,PMS,ADD/ADHD,Anorexia,Anxious,16.7,Dizzy,34.3,Dry Mouth,67.9,Dry Eyes,48.4,Headache,10.3,"Portland, OR","Corvallis, OR","Eugene, OR","Lynnwood, WA","Mcminnville, OR","Medford, OR","Pacifica, CA","Snohomish County, WA","Vancouver, BC",
05/04/2014,17:27:41,Humboldt,Hybrid,http://www.leafly.com/hybrid/humboldt,"The genetics of the Humboldt strain are something of a mystery, but itâs believed to be an Afghan strain that was cultivated in the Humboldt County area of California in the 1970s and later gained popularity in Europe in the 1990s. These plants are fast, tall growers that need lots of attention. Given proper care, they grow well indoors and out, flower in 8 weeks, and have above average yields. Humboldtâs aroma is floral and sweet and its high is uplifting and upbeat, bringing to mind the qualities of a Haze strain. Itâs a good choice if you want to stay clear-headed.",5,4.4,4,Earthy,Flowery,Pungent,Creative,50.0,Euphoric,75.0,Happy,100.0,Relaxed,75.0,Uplifted,62.5,Depression,66.7,Headaches,16.7,Insomnia,16.7,Lack of Appetite,33.3,Stress,33.3,ADD/ADHD,Anxiety,Hypertension,Migraines,,,,,,,,,,,,"Los Angeles, CA","Lynnwood, WA","Prescott Valley, AZ","Rancho Cucamonga, CA",,,,,,
05/04/2014,17:27:41,Ice,Hybrid,http://www.leafly.com/hybrid/ice,"Winner of the High Times Cannabis Cup in 1998, Ice is a 50/50 hybrid that provides a powerful and heavy stone that may leave you lazy for hours.",87,4,52,Sweet,Citrus,Lemon,Creative,63.6,Euphoric,70.3,Giggly,48.4,Happy,67.8,Uplifted,49.4,Cramps,20.0,Insomnia,24.3,Muscle Spasms,26.3,Pain,49.4,Stress,44.9,Anxiety,Spinal Cord Injury,Migraines,ADD/ADHD,Bipolar Disorder,Anxious,9.1,Dizzy,19.4,Dry Mouth,43.2,Dry Eyes,20.5,Headache,7.3,"Portland, OR","Corvallis, OR","Denver, CO","Eugene, OR","Lakewood, CO","Mount Vernon, WA","Oregon City, OR","Palmer Lake, CO","Port Angeles, WA","Richland, WA"
05/04/2014,17:27:41,Ice Cream,Hybrid,http://www.leafly.com/hybrid/ice-cream,"This indica-dominant 60/40 strain bred by Paradise Seeds creates a great hybrid balance of effects. Much like the frozen treat, Ice Cream has a smooth, creamy taste.",31,3.8,24,Sweet,Vanilla,Flowery,Euphoric,65.7,Happy,100.0,Relaxed,69.0,Tingly,33.9,Uplifted,42.3,Depression,79.1,Fatigue,30.5,Insomnia,19.1,Pain,22.9,Stress,64.4,Anxiety,Migraines,,,,Dizzy,13.9,Dry Mouth,63.5,Dry Eyes,33.9,Headache,1.0,Paranoid,12.0,"Portland, OR","Denver, CO","Detroit, MI","San Diego, CA","Tempe, AZ",,,,,
